entity1,relationship,entity2
Kingsmoot,is,Euron
Euron,does,Balon
Bolton,does,Roose
Euron,does,Pyke
Balon,implies,Balon
Euron,admits,Balon
Aeron,is,Euron
Euron,wins,Aeron
Aeron,seems,Euron
Kingsmoot,refuses,House
Kingsmoot,manages,Black
Wind,flees,North
Baratheon,is,Theon
Theon,is,Euron
Stannis,is,Stannis
Boltons,means,Kingsmoot
Iron,accepts,Euron
Euron,is,Euron
Euron,plans,Daenerys
Euron,knows,Theon
Iron,is,Iron
House,has,Iron
Iron,is,Iron
Theon,is,Iron
Euron,is,Iron
Iron,has,Houses
Kingsmoot,is,Old
Old,has,Iron
Kingsmoot,is,Pyke
Stark,sees,Braavos
Braavos,is,Hand
Arya,works,Lannisters
Braavos,comes,Mace
Arya,recognizes,Gregor
Clegane,is,Meryn
Arya,kills,Needle
Arya,kills,Polliver
Polliver,recognizes,Iron
Arya,sees,Hand
Hand,is,Cersei
Tyrion,is,Tyrion
Hand,includes,Lannister
Tyrion,has,Ned
Landing,is,Iron
Tyrion,pulls,Sansa
Stark,does,Sansa
Jaqen,says,Braavos
Men,has,Faceless
Jaqen,is,Square
Jaqen,sends,Arya
Targaryen,asks,Jorah
Mormont,is,Greyscale
Priestess,seems,Lord
Volantis,interacts,High
Kinvara,is,Kinvara
Kinvara,is,Melisandre
Kinvara,seems,Melisandre
Kinvara,knows,Varys
Kinvara,knows,Tyrion
Daenerys,is,Lord
Kinvara,is,Quaithe
Qarth,seems,Volantis
Volantis,is,Free
Tyrion,indicates,Kinvara
Sansa,is,Riverrun
Kingsmoot,takes,Aeron
Euron,lays,Seven
Euron,reveals,Daenerys
Dragons,has,Iron
Stannis,considers,Mormonts
Euron,admits,Balon
